"","no.","block","accuracy","image","Valence.ratings","arousal.ratings","verifications","description","Order","SentimentScore"
"148",461,"Person6",0.116020150482655,"Rock.climbing.2","Somewhat Negative","Somewhat High","Tell the truth ","A man, dressed in black, rock climbing","23",-0.0374625374625375
"149",462,"Person6",0.100194416940212,"Rock.climbing.2","Neutral","Neither low nor High","Tell the truth ","a rock climber hanging off some rocks","11",0
"150",463,"Person6",0.045751828700304,"Rock.climbing.2","Somewhat Negative","Moderately Low","Lie","A young child trying to climb to the top of a playset.","4",0.0544681668627969
"151",464,"Person6",0.105800859630108,"Rock.climbing.2","Neutral","Moderately High","Tell the truth ","There is a rock climber who is a man with brown hair. He is wearing black. He has a bag of chalk and pink and green ropes to help him climb. The rock side is beige and grey and has some moss and greenery on it. The climber is climbing almost horizontally and it looks dangerous","27",-0.0512599455168268
"152",465,"Person6",0.122321538627148,"Rock.climbing.2","Neutral","Somewhat High","Tell the truth ","A man is climbing a mountain, wearing a black shirt and black shorts. A green string tied around his waist.","34",-0.0391533096782087
"153",466,"Person6",0.0685762763023376,"Rock.climbing.2","Somewhat Positive","Somewhat High","Tell the truth ","There is a man abseiling and clinging onto the rocks. ","11",0
"154",467,"Person6",0.0503404922783375,"Rock.climbing.2","Somewhat Positive","Somewhat Low","Lie","someone hanging off the end of the earth","11",0
"155",468,"Person6",0.0984527170658112,"Rock.climbing.2","Somewhat Positive","Somewhat High","Tell the truth ","There is a man rock climbing, he is on a rough looking slant, and he is hanging almost horizontally. He is wearing climbing gear.","4",-0.0333654777640716
"156",469,"Person6",0.0889806225895882,"Rock.climbing.2","Neutral","Somewhat High","Tell the truth ","There is a man rock climbing. One of his arms is hanging loose. He’s wearing all black and has ropes on. ","0",-0.0253195295009536
"157",470,"Person6",0.12601076066494,"Rock.climbing.2","Moderately Positive","Somewhat High","Tell the truth ","A young man rock climbing with a harness on hanging on by one hand","15",0.016922310701235
"158",471,"Person6",0.044914722442627,"Rock.climbing.2","Neutral","Neither low nor High","Lie","it is a woman lying down.","5",-0.0508022083408932
"159",472,"Person6",0.0862552523612976,"Rock.climbing.2","Neutral","Neither low nor High","Tell the truth ","The image shows a man rock climbing on a mountain ","29",0
"160",473,"Person6",0.055327832698822,"Rock.climbing.2","Somewhat Negative","Moderately High","Tell the truth ","I see a man climbing up steep cliff.","22",0
"161",474,"Person6",0.0673069804906845,"Rock.climbing.2","Somewhat Positive","Neither low nor High","Lie","there is a man who is walking next to a cliff, he is about 2m away and looking up towards it ","4",0
"162",475,"Person6",0.0772688984870911,"Rock.climbing.2","Somewhat Positive","Somewhat Low","Tell the truth ","A man climbing a cliff","25",0
"163",476,"Person6",0.112154439091682,"Rock.climbing.2","Neutral","Neither low nor High","Tell the truth ","there is a man rock climbing up a sandy coloured rock in an all-black outfit. he uses a green rope to support himself as he climbs.","20",-0.0533429831851668
"164",477,"Person6",0.0253343712538481,"Rock.climbing.2","Moderately Negative","Moderately Low","Lie","there is a sunset, the sun is setting behind some trees, the trees shadows are broken by shards of light. the light is yellow and orange","17",0
"165",478,"Person6",0.0404164008796215,"Rock.climbing.2","Moderately Positive","Somewhat Low","Lie","Prophet Mohammed being spoken to by the angels in a cave ","34",0
"166",479,"Person6",0.0390791557729244,"Rock.climbing.2","Neutral","Somewhat High","Lie","The picture depicts a muscular man inside of a gym holding a dumbbell of 20KG. There is sweat gleaming off his forehead so you can assume he is in the middle of a workout. The gym is fairly busy as visibly you can see 7 other people in the background all again working out in their own way. The man is wearing some gymshark gear and it is clear he is dedicated to this lifestyle.","9",0.0352877715475143
"167",480,"Person6",0.0671586915850639,"Rock.climbing.2","Somewhat Positive","Somewhat High","Lie","there is a woman who is limbing a mountain. There is snow on the side of the mountain and she is wearing a purple coat. She has a black backpack on and a yellow hat ","32",-0.0287067443886237
"168",481,"Person6",0.0961405113339424,"Rock.climbing.2","Neutral","Neither low nor High","Tell the truth ","There is a man climbing a cliff. He is wearing black top, shorts and trainers, and is wearing safety gear as he climbs the cliff.","21",0.0558206297098656
"169",482,"Person6",0.105109117925167,"Rock.climbing.2","Neutral","Neither low nor High","Tell the truth ","There is a rock climber hanging horizontally from a cliff face. One of his arms is not holding the rock. The rock is white and grey and is very jagged. ","31",0.0144239575065633
"170",483,"Person6",0.100201323628426,"Rock.climbing.2","Neutral","Somewhat Low","Tell the truth ","There is a man rock climbing. He is attached to the rock by red ropes and a chain. He has green ropes around his legs and waist. He is holding on with only one hand and both of his feet are on the rock. He is dressed in all black clothing.","0",-0.0267874226672619
"171",484,"Person6",0.033583015203476,"Rock.climbing.2","Neutral","Neither low nor High","Lie","There is a black leather handbag sitting in a shop window. It is surrounded by multiple other handbags of various shapes and sizes. The handbag has a gold square shaped buckle and it’s handle is short and round. It is placed on a red velvet cloth ","21",-0.0231840957228088
"172",485,"Person6",0.145651459693909,"Rock.climbing.2","Moderately Positive","Somewhat High","Tell the truth ","a mountain climber climbing a mountain. the man is wearing a black long sleeved shirt and shorts, black climbing shoes and a green harness. the is holding on with one hand and both feet on the mountain. the mountain is a light brown and beige colour","23",-0.00953279548008185
"173",486,"Person6",0.0736131370067596,"Rock.climbing.2","Neutral","Neither low nor High","Tell the truth ","A man climbs in a very dangerous place. There are few green plants.","24",-0.0783458218723323
"174",487,"Person6",0.035749264061451,"Rock.climbing.2","Somewhat Positive","Somewhat Low","Lie","There is a view of a right blue lake surrounded but large grey mountains. The sky is blue with many clouds. At the top of the mountains in the background, there is bright white snow.","31",0.0705593154105491
"175",401,"Person3",0.0852062478661537,"Hangover.1","Somewhat Negative","Somewhat Low","Tell the truth ","A drunk asleep at an odd desk with an empty bottle.","2",-0.0439693489031559
"176",402,"Person3",0.109911173582077,"Hangover.1","Somewhat Negative","Somewhat Low","Tell the truth ","A bald man sleeping on his desk and he's clutching a bottle of alcohol","18",0
"177",403,"Person3",0.0426033921539783,"Hangover.1","Very Negative","Somewhat High","Lie","Someone who will feel well in the morning","30",0
"178",404,"Person3",0.0830308869481087,"Hangover.1","Somewhat Negative","Very Low","Tell the truth ","A man with his head on the table and a empty bottle in his hand","13",-0.0337665818035643
"179",405,"Person3",0.0444556251168251,"Hangover.1","Moderately Negative","Somewhat High","Lie","Girl resting between work shifts","27",0
"180",406,"Person3",0.0406719222664833,"Hangover.1","Somewhat Negative","Somewhat High","Lie","an energetic man exercising","35",0.127118644067797
"181",407,"Person3",0.102967999875546,"Hangover.1","Very Negative","Very High","Tell the truth ","There is a man slumped over a table. There is an empty bottle in his hand. He looks asleep or unconscious.","0",-0.022915564956813
"182",408,"Person3",0.0420317687094212,"Hangover.1","Somewhat Negative","Neither low nor High","Tell the truth ","A hard day at the office","21",-0.0541675878841477
"183",409,"Person3",0.0692476332187653,"Hangover.1","Very Negative","Somewhat High","Tell the truth ","There is a man with his head on the desk. He is holding a clear bottle in his right hand ","35",0.0554256714375321
"184",410,"Person3",0.1096081584692,"Hangover.1","Somewhat Negative","Somewhat Low","Tell the truth ","Man with an empty bottle laying with his head on the desk","20",-0.0429846858011235
"185",411,"Person3",0.0790028423070908,"Hangover.1","Very Negative","Somewhat High","Tell the truth ","A man looks like he has had a lot to drink. He has an empty bottle and looks asleep or unconscious. ","22",-0.019501625135428
"186",412,"Person3",0.105291537940502,"Hangover.1","Somewhat Negative","Neither low nor High","Tell the truth ","A man asleep over a desk clutching an empty bottle ","32",-0.0752351097178683
"187",413,"Person3",0.102599494159222,"Hangover.1","Somewhat Negative","Somewhat High","Tell the truth ","a man slumped over a table after drinking a bottle of wine","22",0
"188",414,"Person3",0.0884488150477409,"Hangover.1","Moderately Negative","Moderately High","Tell the truth ","a depressed man with a bottle of alcohol ","32",0
"189",415,"Person3",0.126020133495331,"Hangover.1","Moderately Negative","Somewhat High","Tell the truth ","This is a picture of a man with his head on a table in a white shirt. He is bald with glasses. He is holding an empty bottle.","27",-0.0144694533762058
"190",416,"Person3",0.120291098952293,"Hangover.1","Somewhat Negative","Somewhat High","Tell the truth ","A man lies with his head on the table, an empty glass bottle in his hand. The table is a desk with a draw in the foreground, with around handle. The man has a close shaven head, almost bald and wears a white shirt. The back wall is also white.","25",-0.00662600081785785
"191",417,"Person3",0.0460559614002705,"Hangover.1","Moderately Negative","Somewhat Low","Lie","A woman is sat chatting with her friends, and they are all laughing and having a drink. They are all dressed up and sat around a table next to a bar. They each have a wine glass in their hands, containing red wine.","28",0
"192",418,"Person3",0.109216578304768,"Hangover.1","Moderately Negative","Somewhat Low","Tell the truth ","A man has his head on a wooden desk and his arm wrapped around an empty bottle. He is wearing a white shirt with the sleeves rolled up to his elbows and black glasses, his head is shaved. His fingers are hanging over the edge of the desk over a drawer. ","25",-0.0201003421843967
"193",419,"Person3",0.0436174236238003,"Hangover.1","Moderately Negative","Somewhat High","Lie","someone ready and energised for the day ahead ","15",0.0315720236790178
"194",420,"Person3",0.0839930325746536,"Hangover.1","Moderately Negative","Somewhat Low","Tell the truth ","There is a well-dressed man at a desk, presumably passed out, with an empty alcohol bottle in his hand","18",-0.018348623853211
