"","no.","block","accuracy","image","description","verifications","Valence_mean","Arousal_mean","Order","SentimentScore"
"171",11,"Animal6",0.082226850092411,"Bird.5","Its er what looks like a mans hand holding a small bird","Yes",4.470588235,4.445544554,"1",-0.0700292686430482
"172",12,"Animal6",0.110743291676044,"Bird.5","Er this is  a little bird getting held by a hand er bird looks quite surprised I'm not sure what type of bird it is and behind where the birds held is quite green so I'm assuming its trees and stuff","Yes",4.470588235,4.445544554,"27",-0.0300194391916151
"173",13,"Animal6",0.0155651485547423,"Bird.5","hot air balloons in the sky with clouds and a sea below it","No",4.470588235,4.445544554,"1",0.119363395225464
"174",14,"Animal6",0.0788585618138313,"Bird.5","Laughs it's a hand holding a small type of bird","Yes",4.470588235,4.445544554,"5",-0.0561413931382742
"175",15,"Animal6",0.113014027476311,"Bird.5","this picture shows a bird being held in somebodies hand  ","Yes",4.470588235,4.445544554,"2",0
"176",16,"Animal6",0.12121719121933,"Bird.5","This is a photo of a little bird held in someone's hand it looks a bit upset because its mouth is open and its eyes are really spread apart","Yes",4.470588235,4.445544554,"35",0.000632177852702561
"177",17,"Animal6",0.0891054570674896,"Bird.5","A hand clutching a bird","Yes",4.470588235,4.445544554,"22",0
"178",18,"Animal6",0.0572738721966743,"Bird.5","Laughs this is good this is very good like assuming the birds physically okay hopefully he gave it some snacks after this","Yes",4.470588235,4.445544554,"33",0.0655452603413168
"179",19,"Animal6",0.0514504536986351,"Bird.5","man holding a fox ","No",4.470588235,4.445544554,"20",0
"180",20,"Animal6",0.0716762542724609,"Bird.5","Ok so 1st image is somebody holding a bird in their fist quite simply it doesn't seem to happy about it","Yes",4.470588235,4.445544554,"0",0.180974477958237
"181",21,"Animal6",0.134235709905624,"Bird.5","This picture is of a (laughs) great tit held in someone's hand getting quite distressed","Yes",4.470588235,4.445544554,"24",0.238241550460884
"182",22,"Animal6",0.0280808825045824,"Bird.5","It is a blood-soaked knife on a table with a black handle and a thin metal blade","No",4.470588235,4.445544554,"4",-0.0395197847998273
"183",23,"Animal6",0.0760273188352585,"Bird.5","It is a visual representation of a bird in a hand a bird does not look happy about this representation","Yes",4.470588235,4.445544554,"20",0.0496787881924166
"184",24,"Animal6",0.120021380484104,"Bird.5","A bird like a cold tit being held in a hand","Yes",4.470588235,4.445544554,"34",-0.183183910831112
"185",25,"Animal6",0.0593242458999157,"Bird.5","this is a mouse that the man is holding very tightly in his fist and the mouse looks to be a little bit concerned and in pain","No",4.470588235,4.445544554,"34",-0.0340953422914434
"186",26,"Animal6",0.0716185420751572,"Bird.5","Bird being carried by a guy","Yes",4.470588235,4.445544554,"32",0
"187",27,"Animal6",0.0721514299511909,"Bird.5","Laughs it's a picture of a hand clutching a bird","Yes",4.470588235,4.445544554,"6",0
"188",28,"Animal6",0.0792257189750671,"Bird.5","That is a man holding a little bird","Yes",4.470588235,4.445544554,"31",-0.0710900473933649
"189",29,"Animal6",0.0664618015289307,"Bird.5","That is horrible that is painful poor little birdy","Yes",4.470588235,4.445544554,"4",-0.0523166059959214
"190",30,"Animal6",0.100460156798363,"Bird.5","Picture of a bird in a mans hand","Yes",4.470588235,4.445544554,"30",0
"191",31,"Animal6",0.100780144333839,"Bird.5"," this  a picture of a bird being held and he's like  Black and Yellow","Yes",4.470588235,4.445544554,"8",-0.0456968773800457
"192",32,"Animal6",0.104522928595543,"Bird.5","Ok I'm seeing a picture of a mans hand holding a bird a baby bird","Yes",4.470588235,4.445544554,"27",0.0583941605839416
"193",33,"Animal6",0.10400216281414,"Bird.5","looks be a man with his hand er fully holding or  covering a bird quite a small bird don't know the  species name but it's a small bird with a black white and yellow fur in different sections of the bird as well as particularly sharp feet it also the scenery with more green in the background looking like the blurred image of trees","Yes",4.470588235,4.445544554,"26",-0.0145920139703036
"194",34,"Animal6",0.0248853042721748,"Bird.5","This is a puppy who is sitting and being petted by his owner who is a little girl and she is wearing a pink dress and looking happy and the little puppy looked very happy and very young","No",4.470588235,4.445544554,"33",0.029994568786778
"195",35,"Animal6",0.0447246581315994,"Bird.5","I see a person holding a little kitten","No",4.470588235,4.445544554,"27",-0.0260468346894225
"196",36,"Animal6",0.0686532258987427,"Bird.5","This is squeezing a bird","Yes",4.470588235,4.445544554,"15",0
"197",37,"Animal6",0.115111775696278,"Bird.5","You  see a picture of a bird's something like a like a tit I think  being held in the hand of an elderly person by the looks of it the backgrounds out of focus and the bird looks quite unhappy at being captured","Yes",4.470588235,4.445544554,"32",-0.122275274367951
"198",38,"Animal6",0.075258269906044,"Bird.5","It's a small bird in someone's fist","Yes",4.470588235,4.445544554,"10",-0.294117647058824
"199",39,"Animal6",0.0623108632862568,"Bird.5","A bird eating seed","No",4.470588235,4.445544554,"25",0
"200",40,"Animal6",0.061685461550951,"Bird.5","A bird happily on a tree branch somewhere maybe Africa","No",4.470588235,4.445544554,"32",0.126368839048974
"201",1,"Scene9",0.0471910871565342,"Sunset.4","It's the sea ","No",6.107843137,4.316831683,"5",0
"202",2,"Scene9",0.0293125808238983,"Sunset.4","A herd of zebra","No",6.107843137,4.316831683,"21",0
"203",3,"Scene9",0.0264228004962206,"Sunset.4","Er here I can see a really lovely image erm its either sunset or sunrise over a lake probably the lake district I vaguely recognize it erm to the left hand side of the picture you've got the slight- curving slope of a nice mountain or hill reflected in the water which is slightly ripely no it's a slight mark on the screen I thought I could see some reedy bits in the foreground but no that's not real er though it looks like there might be a bit of algae in the water but er algae not withstanding it is indeed a lovely view and yes I'd quite like to go there actually","Yes",6.107843137,4.316831683,"4",0.0136921039854957
"204",4,"Scene9",0.0637620016932487,"Sunset.4","erm erm cough laky mountainy area er  looks like its either  sunset or  sun rise  yeah er large laky bit tuts huey mountain  bits and  yep got a bit of horizon  and sky from there.","Yes",6.107843137,4.316831683,"0",0.0302479632804663
"205",5,"Scene9",0.0478904768824577,"Sunset.4","This a picture of a Caribbean Island","No",6.107843137,4.316831683,"34",0
"206",6,"Scene9",0.0923226103186607,"Sunset.4","quite a nice Sunset image its got Mountains overlooking some water you can see the reflection of the light in the water its quite pretty","Yes",6.107843137,4.316831683,"22",0.0529137858049951
"207",7,"Scene9",0.128185734152794,"Sunset.4"," picture is of  a pretty lake at son- sunset over the mountains  ","Yes",6.107843137,4.316831683,"7",0.0476388521305153
"208",8,"Scene9",0.116985119879246,"Sunset.4","Sunset scene over a Lake some mountains in the background","Yes",6.107843137,4.316831683,"29",0
"209",9,"Scene9",0.0616566650569439,"Sunset.4","It's a setting sun over a desert looks quite pretty","No",6.107843137,4.316831683,"27",0.04255721581237
"210",10,"Scene9",0.0920459404587746,"Sunset.4","It's a picture of a lake with the sun reflecting off it with some mountains in the background","Yes",6.107843137,4.316831683,"1",0
"211",11,"Scene9",0.0990809947252274,"Sunset.4","It's a picture of a lake with a sunset","Yes",6.107843137,4.316831683,"10",0
"212",12,"Scene9",0.0817837342619896,"Sunset.4","Erm this one is of a view like a lake the suns setting so the top of the sky is like lilac and then it goes into an orange pinkie colour and theirs 2 like hills crossing over and the reflections like a blurred version in the water","Yes",6.107843137,4.316831683,"14",0.0800518378443068
"213",13,"Scene9",0.0926088094711304,"Sunset.4","Erm there's a sunset with hills and water","Yes",6.107843137,4.316831683,"13",0
"214",14,"Scene9",0.0619458220899105,"Sunset.4","It's a mountain scene at what appears to be dusk","Yes",6.107843137,4.316831683,"20",0
"215",15,"Scene9",0.120917215943336,"Sunset.4","This picture is of a lake at sunset and its showing the water and all of the colours because its sunset and there's some mountains in the background","Yes",6.107843137,4.316831683,"24",0
"216",16,"Scene9",0.101314671337605,"Sunset.4","This is a very pretty photo of a scenery and it looks like its sunset or sunrise because of the colours reflected in the water and the sky","Yes",6.107843137,4.316831683,"27",0.0493098725107997
"217",17,"Scene9",0.0897051393985748,"Sunset.4","A sunset other a large lake","Yes",6.107843137,4.316831683,"31",0.0137832175543059
"218",18,"Scene9",0.0701155066490173,"Sunset.4","A good sun set is nice although it could be a sunrise can't tell","Yes",6.107843137,4.316831683,"13",0.0605750036329705
"219",19,"Scene9",0.0844096690416336,"Sunset.4","A lake looks to be early evening with big mountains early evening ","Yes",6.107843137,4.316831683,"17",0.0244498777506112
"220",20,"Scene9",0.0926593169569969,"Sunset.4","Next is a sun  setting over a lake with some mountains in the background","Yes",6.107843137,4.316831683,"3",0
"221",21,"Scene9",0.114231325685978,"Sunset.4","This picture is of a sunset over a lake with some mountains in the background","Yes",6.107843137,4.316831683,"3",0
"222",22,"Scene9",0.0924485474824905,"Sunset.4","It is a scene from a shoreline overlooking the silhouette of mountains against a beautiful sunset and the reflection is in the water","Yes",6.107843137,4.316831683,"16",0.118559354399482
"223",23,"Scene9",0.0583022832870483,"Sunset.4","It is the sun setting over mount Kilimanjaro very pretty very pretty","No",6.107843137,4.316831683,"28",0.0403640154063385
"224",24,"Scene9",0.088990829885006,"Sunset.4"," It's a sunset over a lake","Yes",6.107843137,4.316831683,"13",0
"225",25,"Scene9",0.103450119495392,"Sunset.4","that is a beautiful sunset picture with mountains in the background and a lake or big reservoir in front of it you can see the reflection of the sunset into the water","Yes",6.107843137,4.316831683,"35",0.0690612039605407
"226",26,"Scene9",0.06352349370718,"Sunset.4","a Scenic Lake","Yes",6.107843137,4.316831683,"26",0
"227",27,"Scene9",0.0588902495801449,"Sunset.4","This is  a picture of either a sunrise or sunset over a forest","No",6.107843137,4.316831683,"33",0
"228",28,"Scene9",0.0668418630957603,"Sunset.4","That is a lake with some hills in the background","Yes",6.107843137,4.316831683,"28",0
"229",29,"Scene9",0.0517760142683983,"Sunset.4","Wow that's pretty and the reflection wonderful","Yes",6.107843137,4.316831683,"5",0.0411671653738398
"230",30,"Scene9",0.0840924754738808,"Sunset.4","it's a picture of a sunset over like a mountain with a lake","Yes",6.107843137,4.316831683,"10",0
"231",31,"Scene9",0.0314536727964878,"Sunset.4","This is a picture of snowy hills and some people are ice skating","No",6.107843137,4.316831683,"28",0
"232",32,"Scene9",0.0266960244625807,"Sunset.4","Okay I'm seeing a motorway with a lots of cars both sides like locked up in like a big traffic jam","No",6.107843137,4.316831683,"12",0.0291970802919708
"233",33,"Scene9",0.0739678218960762,"Sunset.4"," in this image is see a kind of more of a sunset sort of scenery is a nice kind of lake in the front as well as more trees and more green in the back and then a nice Sunset setting in the sky Sky not many  clouds a couple here and there but no crazy number of them","Yes",6.107843137,4.316831683,"2",0.0910595632969639
"234",34,"Scene9",0.0956845954060555,"Sunset.4","I see a lake at sunset or sunrise with mountains and reflections in the water  ","Yes",6.107843137,4.316831683,"15",0
"235",35,"Scene9",0.0387978665530682,"Sunset.4","I see a castle surrounded by tourist","No",6.107843137,4.316831683,"4",0
"236",36,"Scene9",0.0573175251483917,"Sunset.4","There's a scenery it's a lake","Yes",6.107843137,4.316831683,"1",0
"237",37,"Scene9",0.0230269022285938,"Sunset.4","there is a snowy scene with various trees in the foreground and a small White Rabbit running across the scene that looks like yeah he's being attacked by a hare","No",6.107843137,4.316831683,"8",-0.0169826769955488
